date,symbol,open,high,low,close,volume,log_ret_close,log_ret_vol,volatility,rsi,macd,target_log_ret_close_next_1d
2021-08-29,ETHUSDT,3244.75,3285.0,3152.34,3223.47,335806.7827,-0.006496671711105125,0.24681700561124462,0.7372390175167506,57.37131303616549,-31.667056442669463,0.001912256843651099
2021-08-30,ETHUSDT,3223.47,3347.95,3143.0,3229.64,625347.27541,0.001912256843651099,0.6217711930117027,1.404024166195924,57.591196584115885,-31.414087369566886,0.0599563219078398
2021-08-31,ETHUSDT,3229.14,3476.0,3188.77,3429.2,863071.13092,0.0599563219078398,0.3221899744560823,1.9234200598380977,64.05013392669142,-18.34709887378156,0.10970717328448963
2021-09-01,ETHUSDT,3429.19,3842.0,3382.22,3826.82,845759.95868,0.10970717328448963,-0.020261527976916917,1.7092919070892565,72.9048712267316,14.748018863504484,-0.010771663031670611
2021-09-02,ETHUSDT,3826.82,3836.8,3717.04,3785.82,525165.7996,-0.010771663031670611,-0.47652156106401794,0.9609189733893134,70.96391260993516,30.63616181923277,0.03943840471242703
2021-09-03,ETHUSDT,3785.82,4027.88,3705.05,3938.11,655903.75739,0.03943840471242703,0.22230004538876433,1.1746911518592387,73.75851688366406,47.17191385819936,-0.013444089791113096
2021-09-04,ETHUSDT,3938.11,3970.0,3832.5,3885.52,364478.1193,-0.013444089791113096,-0.5875475465936046,0.6202502790655228,71.20970446258855,50.064265981806244,0.016532170943003768
2021-09-05,ETHUSDT,3885.61,3980.0,3830.0,3950.29,365759.8597,0.016532170943003768,0.0035104767299099695,0.6073535955700577,72.47142963292859,51.6291119138495,-0.005971788941050193
2021-09-06,ETHUSDT,3950.28,3970.0,3864.3,3926.77,397768.5783,-0.005971788941050193,0.08389337759081061,0.6558448462740518,71.25032301424378,46.52773614553729,-0.1339254691106614
2021-09-07,ETHUSDT,3926.67,3947.15,3005.0,3434.57,1203536.00209,-0.1339254691106614,1.1071487966544467,2.0968010427103554,51.64074555958811,7.499415508684535,0.018585477497661956
2021-09-08,ETHUSDT,3434.84,3560.0,3215.16,3499.0,780611.7657,0.018585477497661956,-0.43294124399740797,1.2537438901025388,53.44692532821662,-15.241994312691332,-0.021396179836424688
2021-09-09,ETHUSDT,3499.01,3567.06,3390.4,3424.93,628553.8831,-0.021396179836424688,-0.21665617005789983,1.024842240365142,51.08475303340226,-35.38694853415711,-0.06516529967132847
2021-09-10,ETHUSDT,3424.94,3514.11,3150.0,3208.86,633026.2659,-0.06516529967132847,0.007090158384650131,1.0078633038327363,44.856691510603376,-61.82991714741158,0.01802067583050709
